,Shop,Country,Manufacturer,Model,Assembled,Build envelope(W x D x H mm),Image,Technology,Price(US$),Lead time,lat,long,Unnamed: 0,Mode,Power (W),AM Process,General Material Type,Specific Material Type,X (in),Y (in),Z (in),Price (USD),Availability
833,,,EnvisionTEC,Perfactory Micro HiRes,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),"Polymer, Wax","ABS-like, Wax-like",1.57,1.18,3.94,"Less than $49,999",Discontinued
834,,,EnvisionTEC,Perfactory Micro Ortho,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),"Ceramic, Polymer","ABS-like, Gypsum-like",3.94,2.94,3.94,"Less than $49,999",Discontinued
835,,,EnvisionTEC,Perfactory Micro XL,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),"Ceramic, Polymer","ABS-like, Gypsum-like, PP-like",3.94,2.94,3.94,"Less than $49,999",Discontinued
836,,,EnvisionTEC,Perfactory Mini DDSP,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,ABS-like,2.36,1.77,3.94,"Less than $49,999",Discontinued
837,,,EnvisionTEC,Perfactory Mini DDSP PLUS,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,ABS-like,2.36,1.77,3.15,"Less than $49,999",Discontinued
838,,,EnvisionTEC,Perfactory PixCera,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),"Ceramic, Composite, Polymer",Gypsum-like,2.36,1.77,3.94,"Less than $49,999",Discontinued
839,,,EnvisionTEC,Perfactory PixCera PLUS,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),"Ceramic, Composite, Polymer",Gypsum-like,2.36,1.77,3.15,"Less than $49,999",Discontinued
840,,,EnvisionTEC,Perfactory WaxEra,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Wax,Wax-like,1.574804,1.181103,3.93701,Price not reported,Discontinued
841,,,EOS,EOSINT M 270,,,,,,,,,Click for Details,,200,Powder Bed Fusion (e.g. SLS),Metal,"Cobalt, Nickel, Steel, Titanium",9.85,9.85,8.5,"$250,000 - $499,999",Discontinued
846,,,EOS,EOSINT P 350,,,,,,,,,Click for Details,,,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Glass",,,,Price not reported,Discontinued
847,,,EOS,EOSINT P 360,,,,,,,,,Click for Details,,,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Glass, PA-Metal, PS",,,,Price not reported,Discontinued
848,,,EOS,EOSINT P 380,,,,,,,,,Click for Details,,50,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Carbon, PA-Glass, PA-Metal, PS",13.4,13.4,24.4,Price not reported,Discontinued
849,,,EOS,EOSINT P 380i,,,,,,,,,Click for Details,,,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Carbon, PA-Glass, PA-Metal, PS",,,,Price not reported,Discontinued
850,,,EOS,EOSINT P 385,,,,,,,,,Click for Details,,,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Carbon, PA-Glass, PA-Metal, PS",13.4,13.4,24.4,Price not reported,Discontinued
851,,,EOS,EOSINT P 390,,,,,,,,,Click for Details,,50,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Carbon, PA-Glass, PA-Metal, PS",13.4,13.4,24.4,Price not reported,Discontinued
852,,,EOS,EOSINT P 395,,,,,,,,,Click for Details,Basic,50,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Carbon, PA-Glass, PA-Metal, PS, TPE",13.4,13.4,24.4,Price not reported,Discontinued
854,,,EOS,EOSINT P 700,,,,,,,,,Click for Details,,50,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Glass, PA-Metal, PS",27.6,15.0,22.9,Price not reported,Discontinued
855,,,EOS,EOSINT P 730,,,,,,,,,Click for Details,,50,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Glass, PA-Metal, PS",27.6,15.0,22.9,Price not reported,Discontinued
856,,,EOS,EOSINT P 760,,,,,,,,,Click for Details,Basic,50,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Glass, PA-Metal, PS",27.6,15.0,22.9,"$500,000 - $999,999",Discontinued
858,,,EOS,EOSINT S 750,,,,,,,,,Click for Details,,1000,Powder Bed Fusion (e.g. SLS),Sand,Silicate,28.4,15.0,15.0,"$500,000 - $999,999",Discontinued
859,,,EOS,FORMIGA P 100,,,,,,,,,Click for Details,,30,Powder Bed Fusion (e.g. SLS),"Composite, Polymer",,7.9,9.8,13.0,"$100,000 - $249,999",Discontinued
860,,,EOS,FORMIGA P 100 (Rel 2),,,,,,,,,Click for Details,,,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Glass, PA-Metal, PS",,,,"$100,000 - $249,999",Discontinued
861,,,EOS,FORMIGA P 100 Dental,,,,,,,,,Click for Details,,,Powder Bed Fusion (e.g. SLS),"Composite, Polymer",PA,,,,"$100,000 - $249,999",Discontinued
862,,,EOS,FORMIGA P 110,,,,,,,,,Click for Details,,30,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Glass, PA-Metal, PS",7.9,9.8,13.0,"$100,000 - $249,999",Discontinued
863,,,EVO-tech,Evo-Lizer,,,,,,,,,Click for Details,,,Material Extrusion (e.g. FDM),Polymer,"ABS, PPS, ASA, PLA, PET, TPE, HIPS",10.63,7.87,8.27,"Less than $49,999",Discontinued
864,,,ExOne,X1-Lab,,,,,,,,,Click for Details,,,Binder Jetting,Metal,Steel,1.5,2.3,1.3,"$100,000 - $249,999",Discontinued
865,,,Helix 3D,Helix,,,,,,,,,Click for Details,,,Material Extrusion (e.g. FDM),Polymer,"ABS, PC, PETT, PA",11.81103,11.417328999999999,11.81103,"Less than $49,999",Discontinued
866,,,HP,HP Jet Fusion 3D 3200 Printer,,,,,,,,,Click for Details,,,Powder Bed Fusion (e.g. SLS),Polymer,PA,15.0,11.0,15.0,"$100,000 - $249,999",Discontinued
867,,,Hunan Farsoon,FARSOON 251,,,,,,,,,Click for Details,,30,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Glass, PA-Carbon, PA-Mineral",9.84,9.84,12.6,"$100,000 - $249,999",Discontinued
869,,,Hunan Farsoon,FARSOON 401,,,,,,,,,Click for Details,,30,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Glass, PA-Carbon, PA-Mineral",15.75,15.75,17.72,"$250,000 - $499,999",Discontinued
870,,,Hunan Farsoon,FARSOON 402,,,,,,,,,Click for Details,,30,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Glass, PA-Carbon, PA-Mineral",15.75,15.75,17.72,"$250,000 - $499,999",Discontinued
873,,,InssTek,MPC,,,,,,,,,Click for Details,"5 Axis Motion Model, SDM 800",500,Directed Energy Deposition,Metal,Titanium,,,,Price not reported,Discontinued
874,,,InssTek,MX-250,,,,,,,,,Click for Details,"3 Axis Motion Model, SDM 500",300,Directed Energy Deposition,Metal,,9.8,9.8,9.8,Price not reported,Discontinued
878,,,InssTek,MX-450,,,,,,,,,Click for Details,"3 Axis Motion Model, SDM 1200",1000,Directed Energy Deposition,Metal,"Steel, Copper, Aluminum, Titanium, Nickel, Cobalt, Tin, Refractory Metal",17.716545,17.716545,13.779535000000001,"$500,000 - $999,999",Discontinued
884,,,Kevvox,SP4300,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,"PP-like, ABS-like",2.2,1.38,3.94,"Less than $49,999",Discontinued
885,,,Kevvox,SP6200,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,"PP-like, ABS-like",3.15,1.97,3.94,"Less than $49,999",Discontinued
886,,,Keyence,Agilista-3100,,,,,,,,,Click for Details,,,Material Jetting,Polymer,,11.69,8.27,7.87,"Less than $49,999",Discontinued
887,,,Laseradd,Laseradd DiMetal-280,,,,,,,,,Click for Details,,500,Powder Bed Fusion (e.g. SLS),Metal,"Steel, Cobalt, Titanium",9.84,9.84,11.81,Price not reported,Discontinued
889,,,MCor Technologies,IRIS,,,,,,,,,Click for Details,,,Sheet Lamination,Paper,Paper,10.08,6.65,5.91,"Less than $49,999",Discontinued
890,,,Mutoh,MA5000-S1,,,,,,,,,Click for Details,,,Directed Energy Deposition,Metal,"Steel, Nickel, Titanium, Aluminum, Magnesium",19.69,19.69,19.69,"$100,000 - $249,999",Discontinued
891,,,PrismLab,Rapid200,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,4.25,7.56,7.56,Price not reported,Discontinued
892,,,Prodways,ProMaker D35,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,ABS-like,28.35,9.06,5.91,"$250,000 - $499,999",Discontinued
893,,,Prodways,ProMaker L8000,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,ABS-like,33.07,25.98,21.65,"$250,000 - $499,999",Discontinued
894,,,Prodways,ProMaker LD-20,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,11.81,17.52,7.87,"$100,000 - $249,999",Discontinued
895,,,Prodways,ProMaker P4000 HS,,,,,,,,,Click for Details,,60,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Carbon, PA-Glass, PA-Mineral",15.75,15.75,17.72,Price not reported,Discontinued
896,,,Prodways,ProMaker P4000 SD,,,,,,,,,Click for Details,,30,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Carbon, PA-Glass, PA-Mineral",15.75,15.75,17.72,Price not reported,Discontinued
897,,,Prodways,ProMaker P4000 X,,,,,,,,,Click for Details,,100,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Carbon, PA-Glass, PA-Mineral",15.75,15.75,17.72,Price not reported,Discontinued
898,,,Prodways,ProMaker V4000,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Ceramic,,11.81103,11.81103,3.93701,Price not reported,Discontinued
899,,,Rapid Shape,D30,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,4.330711,2.440946,3.346459,"Less than $49,999",Discontinued
900,,,Rapid Shape,D40,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,4.330711,4.881892,3.346459,"Less than $49,999",Discontinued
901,,,Rapid Shape,HA20,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,1.97,1.57,3.35,"Less than $49,999",Discontinued
902,,,Rapid Shape,HA30,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,1.968505,1.3779540000000001,3.149608,"Less than $49,999",Discontinued
903,,,Rapid Shape,HA30 2017,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,3.19,1.81,3.35,"Less than $49,999",Discontinued
904,,,Rapid Shape,HA40,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,5.71,3.15,3.15,"Less than $49,999",Discontinued
905,,,Rapid Shape,HA60 UV,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,4.330711,2.440946,3.543309,"Less than $49,999",Discontinued
906,,,Rapid Shape,HA90,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,6.023625,3.7795300000000003,5.905515,"$50,000 - $99,999",Discontinued
907,,,Rapid Shape,S50 maxi,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,4.881892,2.755907,3.543309,"Less than $49,999",Discontinued
908,,,Rapid Shape,S50 midi,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,3.74016,2.086615,3.543309,"Less than $49,999",Discontinued
909,,,Rapid Shape,S50 mini,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,2.9921279999999997,1.653544,3.543309,"Less than $49,999",Discontinued
910,,,Rapid Shape,S60 maxi,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,4.881892,2.755907,4.330711,"$50,000 - $99,999",Discontinued
911,,,Rapid Shape,S60 midi,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,3.74016,2.086615,4.330711,"$50,000 - $99,999",Discontinued
912,,,Rapid Shape,S60 mini,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,2.9921279999999997,1.653544,4.330711,"$50,000 - $99,999",Discontinued
913,,,Rapid Shape,S90,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,6.023625,3.385829,7.87402,"$50,000 - $99,999",Discontinued
914,,,Rapid Shape,S90 L,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,7.5590589999999995,4.251971,7.87402,"$50,000 - $99,999",Discontinued
916,,,Re3D,Gigabot XL,,,,,,,,,Click for Details,,,Material Extrusion (e.g. FDM),Polymer,"PLA, ABS",23.2,30.0,23.6,"Less than $49,999",Discontinued
917,,,Re3D,Gigabot XLT,,,,,,,,,Click for Details,,,Material Extrusion (e.g. FDM),Polymer,"PLA, ABS",23.2,30.0,36.0,"Less than $49,999",Discontinued
918,,,Realizer,SLM 100,,,,,,,,,Click for Details,,,Powder Bed Fusion (e.g. SLS),Metal,"Steel, Titanium, Aluminum, Cobalt, Nickel",4.92,4.92,7.87,"$100,000 - $249,999",Discontinued
920,,,Realizer,SLM 300,,,,,,,,,Click for Details,,1000,Powder Bed Fusion (e.g. SLS),Metal,"Steel, Titanium, Aluminum, Cobalt, Nickel",11.81,11.81,11.81,"$500,000 - $999,999",Discontinued
924,,,Roland,ARM-10,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,5.1,2.7,2.7,"Less than $49,999",Discontinued
925,,,Shanghai Union Technology,DLP DeX50,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,2.1,1.3,3.9,"Less than $49,999",Discontinued
926,,,Shanghai Union Technology,DLP DeX60,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,2.5,1.6,3.9,"Less than $49,999",Discontinued
927,,,Shanghai Union Technology,EvoDent DLP,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,4.33,2.44,3.35,Price not reported,Discontinued
928,,,Shanghai Union Technology,Lite300,,,,,,,,,Click for Details,,0.5,Vat Photopolymerization (e.g. SLA),Polymer,,11.8,11.8,7.9,"$50,000 - $99,999",Discontinued
930,,,Shanghai Union Technology,Pilot SD,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,9.84,9.84,9.84,Price not reported,Discontinued
931,,,Shanghai Union Technology,RS3500,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,13.8,13.8,11.8,"$100,000 - $249,999",Discontinued
932,,,Shanghai Union Technology,RS4500,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,17.7,17.7,15.7,"$100,000 - $249,999",Discontinued
933,,,Shanghai Union Technology,RS6000,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,23.6,23.6,15.7,"$100,000 - $249,999",Discontinued
934,,,Shanghai Union Technology,RS8000,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,31.5,23.6,15.7,Price not reported,Discontinued
935,,,Shanghai Union Technology,RSPro 450,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,17.7,17.7,15.7,"$100,000 - $249,999",Discontinued
936,,,Shining 3D,EP-P380,,,,,,,,,Click for Details,,55,Powder Bed Fusion (e.g. SLS),"Composite, Polymer","PA, PA-Glass, PP, TPU, PE, TPE",14.9,14.9,19.6,Price not reported,Discontinued
937,,,Shining 3D,iSLA-450,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,17.7,17.7,15.7,Price not reported,Discontinued
938,,,Shining 3D,iSLA-600 Pro,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,23.62,23.62,15.75,Price not reported,Discontinued
939,,,Shining 3D,iSLA-650,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,25.6,23.6,15.7,Price not reported,Discontinued
940,,,Sisma,MY SINT PM,,,,,,,,,Click for Details,100mm Diameter,150,Powder Bed Fusion (e.g. SLS),Metal,"Bronze, Cobalt, Gold, Silver, Steel",3.93701,3.93701,3.149608,Price not reported,Discontinued
945,,,Sisma,myrev100,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,3.94,3.94,5.91,Price not reported,Discontinued
946,,,Sisma,myrev140,,,,,,,,,Click for Details,,,Vat Photopolymerization (e.g. SLA),Polymer,,5.51,5.51,5.91,Price not reported,Discontinued
947,,,SLM Solutions,SLM 125 HL,,,,,,,,,Click for Details,,100,Powder Bed Fusion (e.g. SLS),Metal,"Steel, Titanium, Cobalt, Aluminum, Nickel",4.92,4.92,2.95,"$250,000 - $499,999",Discontinued
951,,,SLM Solutions,SLM 125 HL (2015 Release),,,,,,,,,Click for Details,,400,Powder Bed Fusion (e.g. SLS),Metal,"Steel, Titanium, Cobalt, Aluminum, Nickel",4.92,4.92,2.95,"$250,000 - $499,999",Discontinued
953,,,SLM Solutions,SLM 280 HL,,,,,,,,,Click for Details,,400,Powder Bed Fusion (e.g. SLS),Metal,"Steel, Titanium, Cobalt, Aluminum, Nickel",11.02,11.02,13.78,"$500,000 - $999,999",Discontinued
955,,,SLM Solutions,SLM 280 HL (2015 Release),,,,,,,,,Click for Details,,400,Powder Bed Fusion (e.g. SLS),Metal,"Steel, Titanium, Cobalt, Aluminum, Nickel",11.02,11.02,13.78,"$500,000 - $999,999",Discontinued
958,,,SLM Solutions,SLM 500 HL,,,,,,,,,Click for Details,,400,Powder Bed Fusion (e.g. SLS),Metal,,19.69,11.02,12.6,"Greater than $1,000,000",Discontinued
960,,,SLM Solutions,SLM 500 HL (2015 Release),,,,,,,,,Click for Details,Dual lasers,400,Powder Bed Fusion (e.g. SLS),Metal,,19.69,11.02,12.6,"Greater than $1,000,000",Discontinued
963,,,Solidscape (A Prodways Company),3Z Lab,,,,,,,,,Click for Details,,,Material Jetting,Wax,Wax-like,6.0,6.0,2.0,"Less than $49,999",Discontinued
964,,,Solidscape (A Prodways Company),3Z Pro,,,,,,,,,Click for Details,,,Material Jetting,Wax,Wax-like,6.0,6.0,4.0,"Less than $49,999",Discontinued
966,,,Solidscape (A Prodways Company),Max2,,,,,,,,,Click for Details,,,Material Jetting,Wax,Wax-like,6.0,6.0,4.0,"Less than $49,999",Discontinued
967,,,Stratasys,CrownWorx,,,,,,,,,Click for Details,,,Material Extrusion (e.g. FDM),Wax,Wax,6.0,6.0,2.0,"Less than $49,999",Discontinued
968,,,Stratasys,Dimension 1200es,,,,,,,,,Click for Details,BST (Breakaway Support Technology),,Material Extrusion (e.g. FDM),Polymer,ABS,10.0,10.0,12.0,"Less than $49,999",Discontinued
970,,,Stratasys,Dimension Elite,,,,,,,,,Click for Details,SST (Soluble Support Technology),,Material Extrusion (e.g. FDM),Polymer,ABS,8.0,8.0,12.0,"Less than $49,999",Discontinued
971,,,Stratasys,Fortus 250mc,,,,,,,,,Click for Details,,,Material Extrusion (e.g. FDM),Polymer,ABS,10.0,10.0,12.0,"Less than $49,999",Discontinued
972,,,Stratasys,Fortus 360mc,,,,,,,,,Click for Details,Base,,Material Extrusion (e.g. FDM),Polymer,"ABS, ABS/PP, ASA, PEI, PC",14.0,10.0,10.0,"$50,000 - $99,999",Discontinued
974,,,Stratasys,Fortus 400mc,,,,,,,,,Click for Details,Base,,Material Extrusion (e.g. FDM),"Composite, Polymer","ABS, ABS/PP, ASA, PEI, PC, PPS",14.0,10.0,10.0,"$100,000 - $249,999",Discontinued
976,,,Stratasys,Fortus 900mc,,,,,,,,,Click for Details,Base,,Material Extrusion (e.g. FDM),"Composite, Polymer","ABS, ABS/PP, ASA, PEI, PC, PPS, PA",36.0,24.0,36.0,"$250,000 - $499,999",Discontinued
977,,,Stratasys,FrameWorx,,,,,,,,,Click for Details,,,Material Extrusion (e.g. FDM),Wax,Wax,6.0,6.0,2.0,"Less than $49,999",Discontinued
978,,,Stratasys,Objet Eden250,,,,,,,,,Click for Details,High Quality (HQ),,Material Jetting,Polymer,"Acrylic, PP-like",9.84,9.84,7.87,"Less than $49,999",Discontinued
980,,,Stratasys,Objet Eden260V,,,,,,,,,Click for Details,High Quality (HQ),,Material Jetting,Polymer,"Acrylic, PP-like, Rubber-like",10.04,9.92,7.87,"$50,000 - $99,999",Discontinued
982,,,Stratasys,Objet Eden260V Dental Advantage,,,,,,,,,Click for Details,,,Material Jetting,Polymer,,10.24,10.24,7.9,"$50,000 - $99,999",Discontinued
983,,,Stratasys,Objet Eden350V,,,,,,,,,Click for Details,,,Material Jetting,Polymer,"Acrylic, PP-like, Rubber-like",13.4,13.4,7.9,"$100,000 - $249,999",Discontinued
984,,,Stratasys,Objet Eden500V,,,,,,,,,Click for Details,High Quality (HQ),,Material Jetting,Polymer,"Acrylic, PP-like, Rubber-like",19.29,15.35,7.87,"$100,000 - $249,999",Discontinued
986,,,Stratasys,Objet1000,,,,,,,,,Click for Details,Digital Material (DM),,Material Jetting,Polymer,"ABS-like, Acrylic, PP-like, Rubber-like",39.3,31.4,19.6,"$500,000 - $999,999",Discontinued
989,,,Stratasys,Objet260 Connex,,,,,,,,,Click for Details,,,Material Jetting,Polymer,"ABS-like, Acrylic, PP-like, Rubber-like",10.0,9.9,7.9,"$100,000 - $249,999",Discontinued
990,,,Stratasys,Objet260 Connex2,,,,,,,,,Click for Details,Digital material,,Material Jetting,Polymer,"ABS-like, Acrylic, PP-like, Rubber-like",10.039375999999999,9.921265,7.87402,"$100,000 - $249,999",Discontinued
993,,,Stratasys,Objet350 Connex,,,,,,,,,Click for Details,Digital Material (DM),,Material Jetting,Polymer,"ABS-like, Acrylic, PP-like, Rubber-like",13.4,13.4,7.9,"$100,000 - $249,999",Discontinued
996,,,Stratasys,Objet350 Connex1,,,,,,,,,Click for Details,Digital material,,Material Jetting,Polymer,"ABS-like, Acrylic, PP-like, Rubber-like",13.385834,13.385834,7.87402,"$100,000 - $249,999",Discontinued
999,,,Stratasys,Objet350 Connex2,,,,,,,,,Click for Details,Digital material,,Material Jetting,Polymer,"ABS-like, Acrylic, PP-like, Rubber-like",13.385834,13.385834,7.87402,"$100,000 - $249,999",Discontinued
